SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Trigram_Lprob1	Penalty_Short1	Penalty_Long1	Edit_Distance1	Average_TER1	Bigram_mismatch_percentage1	Trigram_mismatch_percentage1	Trigram_Lprob2	Penalty_Short2	Penalty_Long2	Edit_Distance2	Average_TER2	Bigram_mismatch_percentage2	Trigram_mismatch_percentage2	Trigram_Lprob3	Penalty_Short3	Penalty_Long3	Edit_Distance3	Average_TER3	Bigram_mismatch_percentage3	Trigram_mismatch_percentage3	Trigram_Lprob4	Penalty_Short4	Penalty_Long4	Edit_Distance4	Average_TER4	Bigram_mismatch_percentage4	Trigram_mismatch_percentage4	
urd-wl-86-174276-11370251-post1__3	ایک موقع پر ایک تماشائی نے ہاتھ پکڑ کرکے اپنے ساتھ تصویر کھنچوانے کی درخواست کی جس پر شاہد آفریدی نے اسے ہٹاتے ہوئے کہا یہ تصویر کل لے لینا،تاہم تماشائی کے اصرار پر آفریدی نے تیش میں آکر اسے تھپڑ رسید کردیئے اس سے قبل کہ وہ آپس میں گتھم گتھا ہوتے وہاں موجود افراد نے معاملہ رفع دفع کرایا۔	on one time one spectator request him by holding his hand to take a snap with him on that Shahid Afridi neglect him and siad that take snap tomorrow, although due to spectator insist Shahid Afridi gets angry and give him slept before they start fighting people resolve this matter.	TdOnce when a visitor said him to take picture with him he postponed it but the visitor didnot accept it then Afride bate him by hand and by the people there this matter was closed.	On one situation a fan held the hand and asked to take a photo with him on which Shahid Affridi removing his hand said that he can take the photo tomorrow but on fan's insistence Affridi became angry and slapped him, before they start a quarrel the gathering people just dismissed the matter there itself.	At one moment of the spectator pulled hand of Shahih Afredi and requested for a snap for which shahid afreedi pushed him and asked to take it later, for the force of spectator shahid afreedi got angry and slapped him before the situation gets worse people there sought out the problem	331.522	45.5426356589	0.0	31.75	67.5084733274	38.4615384615	88.4615384615	351.937	64.9224806202	0.0	34.25	62.6657824934	33.3333333333	80.5555555556	292.35	40.8914728682	0.0	34.0	73.0769230769	36.2068965517	81.0344827586	258.551	44.9612403101	0.0	34.5	71.9146035956	38.4615384615	75.0
urd-wl-86-174276-11370251-post1__4	جس کے بعد شاہد آفریدی نے کہا کہ اسے خوامخواہ ایشو بنایا جارہا ہے اس وقت مجھے نماز کی جلدی تھی،	after that Shahid Afridi said that mde him issue with out any reason, at that time he was hurry for prayer.	After it Afride said it is being made issue for no reason but I was in hurry by Prayer.	After that Shahid Affridi said that without any reason he was made an issue therefore at that time he was in a hurry to attend the Prayer.	Shahid Afreedi then said people are just making this just an issue i was in a hurry for prayer,	110.213	36.3095238095	0.0	14.0	61.7857142857	47.8260869565	91.3043478261	99.797	48.2142857143	0.0	13.75	58.8664596273	55.0	80.0	142.827	17.8571428571	0.0	14.25	67.3913043478	25.0	64.2857142857	93.823	43.4523809524	0.0	14.5	60.652173913	21.0526315789	68.4210526316
urd-wl-86-174276-11370251-post1__5	بہرحال میں اس تماشائی سے معذرت کرلوں گا،	Anyway Ill excuse myself from taking part in these antiques.	nevertheless I shall apologize to that spectator.	Any way, I beg pardon for this drama.	Anyways i will patch up with this spectator.	28.561	17.8082191781	0.0	7.5	84.0277777778	45.4545454545	72.7272727273	66.6556	32.8767123288	0.0	6.25	62.1717171717	75.0	100.0	69.7189	49.3150684932	0.0	6.5	69.9494949495	70.0	90.0	60.2311	39.7260273973	0.0	6.25	64.6022727273	55.5555555556	88.8888888889
urd-wl-86-174276-11370251-post1__6	شاہد آفریدی کے اس رویہ پر آپ کیا کہیں گے۔	What would you say about the behavior of Shahid Afridi?	what would you say on this behavior of Shahid Afridi.	What do you say about Shahid Afridi's actions?	What would you say about behavior of shahid afreedi.	65.3228	24.6575342466	0.0	3.5	31.5909090909	63.6363636364	72.7272727273	102.936	27.397260274	0.0	4.5	41.5909090909	54.5454545455	63.6363636364	102.55	36.9863013699	0.0	5.25	44.5454545455	70.0	80.0	103.535	28.7671232877	0.0	3.75	35.4545454545	70.0	80.0
urd-wl-86-174276-11370251-post1__7	ہمیں اپنی رائے سے آگاہ کریں۔	Do let us know about your opinion.	Let us know of your opinion.	Let us know about your opinion.	gives us your suggestion.	13.3896	33.3333333333	0.0	2.5	42.8571428571	37.5	75.0	12.1865	45.0980392157	0.0	2.0	32.9464285714	42.8571428571	71.4285714286	19.2945	39.2156862745	0.0	1.75	29.8214285714	42.8571428571	85.7142857143	11.3589	50.9803921569	0.0	3.25	44.1964285714	40.0	100.0
urd-wl-86-174276-11370252-post1__1	بھارتی وزیراعظم من موہن سنگھ نے ایک مرتبہ پھر الزام عائدکیا ہے کہ پاکستان جنگ کے ماحول کو ہوا دے رہا ہے	The Indian President Manmohan Singh has again accused Pakistan of hyping the talk of war.	The Indian prime minister Manmohan Singh has once again accused Pakistan of provoking for a war.	Manmohan Singh once again accused Pakistan of creating a war-like atmosphere.	Manmohan Singh, the Indian Prime Minister have allegedly said that this environment is by Pakistan	149.092	51.8918918919	0.0	8.0	50.9191176471	68.75	93.75	117.84	48.1081081081	0.0	8.25	54.6875	64.7058823529	88.2352941176	159.793	58.3783783784	0.0	8.0	49.1727941176	66.6666666667	91.6666666667	120.693	47.027027027	0.0	11.75	76.1335784314	56.25	81.25
urd-wl-86-174276-11370252-post1__2	اور پاکستان دہشت گردی کو ریاستی پالیسی کے طور پر استعمال کرتا ہے۔	And that Pakistan uses terrorism as its state policy.	And Pakistan is using terrorism as a state policy.	and that Pakistan is using terrorism as a policy of state.	Terrorism and state policy of Pkistan	25.7973	55.0847457627	0.0	5.0	60.0	40.0	90.0	55.0576	57.6271186441	0.0	4.5	55.8333333333	30.0	60.0	28.3215	50.8474576271	0.0	5.5	66.6666666667	33.3333333333	58.3333333333	22.4185	68.6440677966	0.0	7.0	65.8333333333	50.0	100.0
urd-wl-86-174276-11370252-post1__3	نئی دہلی میں وزرائے اعلیٰ کانفرنس سے خطاب کرتے ہوئے من موہن سنگھ کا کہنا تھا کہ دہشت گردعناصرکی ہمسایہ ممالک خصوصاً پاکستان سے پشت پناہی کی جاتی ہے	While deliberating to the Chief Ministers Manmohan Singh stated that terrorist elements were being housed in neighboring countries such as Pakistan.	while addressing a Chief Ministers conference in new Delhi, Manmohan Singh said that the terrorist elements are backed by neighboring countries specially Pakistan.	Speaking to a meeting of the cabinet of ministers, Manmohan Singh said that terrorist factions are being supported by neighbouring countries, especially Pakistan.	Manmohan singh, when addressing in the Chief Minister's conference in New Delhi, said that the Pakistan is supported by the neighbouring countries	133.192	44.3609022556	0.0	14.25	54.3461538462	54.5454545455	95.4545454545	134.179	38.7218045113	0.0	13.0	50.4685314685	56.0	84.0	179.172	39.0977443609	0.0	13.75	56.3181818182	30.7692307692	69.2307692308	180.709	45.1127819549	0.0	16.5	66.2902097902	48.0	80.0
urd-wl-86-174276-11370252-post1__4	اور ممبئی حملوں کے دہشت گردوں نے بحری راستہ اختیار کیا اور بھارتی کوسٹ گارڈ ز سے محفوظ رہے۔	And that during the Mumbai attacks the terrorists used the sea route and managed to elude the coast guard.	and the terrorists of the Mumbai attacks used the pelagic route and were safe from the Indian coast guards.	And that the terrorists who attacked Mumbai used the sea way and remained safe from the coastal guard.	After Mumbai attack by the terrorist, the naval path and the Indian coasts are made safe.	58.3874	35.3658536585	0.0	9.5	46.5643274854	30.0	80.0	54.7957	34.756097561	0.0	9.75	47.8070175439	40.0	80.0	67.476	37.8048780488	0.0	9.25	47.2222222222	42.1052631579	84.2105263158	67.1495	45.7317073171	0.0	12.0	59.8026315789	44.4444444444	83.3333333333
urd-wl-86-174276-11370252-post1__5	بھارتی وزیراعظم نے کہا کہ نومبر میں ممبئی حملے لشکر طیبہ نے کیے۔	The Indian president stated that the Mumbai attacks were carried out by the Lashkar-e-Tayyebah.	Indian prime minister said that the November attacks were carried out by Lashkare Taiba.	The Indian Prime Minister said that the Mumbai attacks of November were carried out by Lashkar-e-Taiba.	Prime minister of India said that the November attach in Mumbai was by Lashkae-e-Taiba.	78.4115	18.1034482759	0.0	6.5	41.9607843137	46.6666666667	66.6666666667	80.392	24.1379310345	0.0	6.25	40.0980392157	46.6666666667	66.6666666667	75.8223	11.2068965517	0.0	6.75	43.3333333333	64.7058823529	82.3529411765	110.6	25.0	0.0	8.5	52.8431372549	66.6666666667	93.3333333333
urd-wl-86-174276-11370252-post1__6	انہوں نے مزید کہا کہ دہشت گرد نئی تکنیک اور جدید ترین مواصلاتی نظام استعمال کررہے ہیں،ہمیں لائن آف کنٹرول پر بھی سختی بڑھانا ہوگی جہاں سے دراندازی ہوتی ہے ان کا کہنا تھا کہ دہشت گردی کسی صورت برداشت نہیں کی جائے گی اور یہی ہماری پالیسی ہے۔	He continued that the terrorists were using new techniques and advanced equipment and that the security on the line of control should also be increased so that infiltration of these things could be stopped, he also stated that terrorism shall never be tolerated by the Indian government and that was their policy.	he added that the terrorists are using modern techniques and the latest communication systems. We'll have to be more rigorous over the line of control where in the intrusion takes place. He said that terrorism will not be spared in any case and this is our policy.	He said that the terrorists were using new techniques and modern communication systems. We will have to step up the forces at the line of control as well, from where there is infiltration. He said that terrorism will not be accepted in any form, and this is our policy.	The policy is that the Modern communication systems and the new techniques used in Line of control will increase the infiltration of terrorism .	144.253	27.2093023256	0.0	31.25	81.5	14.8148148148	53.7037037037	53.5044	38.6046511628	0.0	26.0	69.9074074074	16.3265306122	38.7755102041	124.843	37.4418604651	0.0	27.0	72.9583333333	17.3076923077	44.2307692308	112.258	66.511627907	0.0	33.25	61.2407407407	29.1666666667	62.5
urd-wl-86-174276-11370252-post1__7	بھارتی وزیر اعظم کے اس الزام کو آپ کس طرح دیکھتے ہیں؟	In what light do you see these accusations made by the Indian President?	how do you see this allegation from the Indian prime minister?	How do you see this accusation of the Indian Prime Minister?	How will the Indian Prime Minister see this allegation?	26.2879	24.2105263158	0.0	7.75	67.5	50.0	71.4285714286	60.9397	34.7368421053	0.0	6.25	43.9880952381	33.3333333333	75.0	34.95	36.8421052632	0.0	5.75	41.4880952381	50.0	75.0	26.9514	42.1052631579	0.0	8.25	46.7261904762	70.0	100.0
urd-wl-86-174276-11370252-post1__8	کیابھارت کا اندرونی خلفشار اورعلیحدگی پسند تحریکیں بھارتی اضطراب کا مظہر تونہیں ہے؟	Is the internal chaos and separation movements of India not the show of India's anxiety?	Does the internal Political war, and individualism shows the India is in trouble?	Do the internally opposed and separatist movements of India show the disturbed situation n India?	This marks the anxiety of the Mazhar facets	95.0668	42.8571428571	0.0	9.5	84.1666666667	58.8235294118	94.1176470588	61.7593	47.4025974026	0.0	10.0	83.1801470588	53.3333333333	93.3333333333	53.0795	37.012987013	0.0	9.25	80.1225490196	62.5	100.0	79.3382	72.0779220779	0.0	10.75	67.2671568627	50.0	75.0
urd-wl-86-174276-11370252-post1__9	بھارت کس کے اشاروں پر دھمکی آمیز رویہ اختیار کئے ہوئے ہے؟	On whose signals is India has chosen to be in threatening attitude?	On what basis India has warning others?	On whose orders is India taking this warning stance?	How does the attitude of India towards threatening?	71.4437	34.9514563107	0.0	7.0	78.6805555556	53.8461538462	76.9230769231	60.4963	62.1359223301	0.0	5.75	54.5299145299	87.5	100.0	42.1627	49.5145631068	0.0	5.75	59.1346153846	60.0	100.0	26.0943	50.4854368932	0.0	7.0	66.7307692308	66.6666666667	88.8888888889
urd-wl-86-174276-11370252-post1__10	اپنی رائے سے آگاہ کریں۔	Let us know of your opinion	please provide us your suggestions	Give us your views.	Regarding this choice.	11.5758	35.7142857143	0.0	4.0	87.5	33.3333333333	66.6666666667	10.3857	19.0476190476	0.0	3.5	72.0833333333	20.0	100.0	13.2785	54.7619047619	0.0	3.25	65.8333333333	60.0	100.0	19.387	47.619047619	0.0	3.75	70.0	75.0	100.0
urd-wl-86-174276-11370253-post10__1	-زبیر خان، کراچی۔	Zubeer Khan, Karachi	Zubair Khan, Karachi	Zubair Khan, Karachi	Zubair Khan, Karachi	90.2296	35.4838709677	0.0	0.75	18.75	100.0	100.0	90.2296	35.4838709677	0.0	0.25	6.25	100.0	100.0	90.2296	35.4838709677	0.0	0.25	6.25	100.0	100.0	90.2296	35.4838709677	0.0	0.25	6.25	100.0	100.0
urd-wl-86-174276-11370253-post10__2	یہ بہت دردناک سانحہ ہے کہ اسرائیلی فلسطینیوں کا قتل عام کر رہے ہیں ادھر کشمیر بھی یہی صورتحال ہے لیکن سالمتی کونسل کے سر پہ جوں تک نہیں ریگتی ہے۔	This is very hurtful incident that Israel is publicly massacring the Palestinians, same situation is here in Kashmir but Security Council do not even bother by it.	This is the most dangerous situation where Isreal kills Palestinians, on the other hand the same in Kashmir also, it was not noted by any peace councils, and not even responding for this	This is a sad calamity that Israeli is massacring the Palestinians and the same situation is prevalent in Kashmir, but there is no effect on the Security Council.	It is extremely sad that the Israelis are openly killing Palestinians. Over here, Kashmir is in the same situation but the Peace Council does not even turn a ear over it.	67.764	37.3076923077	0.0	18.25	48.954248366	51.724137931	86.2068965517	86.3616	28.4615384615	0.0	23.5	72.6673427992	30.5555555556	69.4444444444	78.2625	37.6923076923	0.0	18.75	53.049639396	40.0	70.0	124.141	34.6153846154	0.0	21.5	62.9932950192	45.4545454545	78.7878787879
urd-wl-86-174276-11370253-post10__3	جتنی بھی تنظیمیں جو فلسطین اور کشمیر میں موجود ہیں انہیں چاہیئے کہ اپنی آزادی تک جنگ جاری رکھین اور ان میں اتھاد پیدا کرتے ہوئے ہر قسم کی جارحیت کا مقابلہ کرتے رہیں ایک نہ ایک دن ان کی شہادت رنگ لائے گی انشاءاللہ	As many organizations who are in Palestine and Kashmir should continue their fight till freedom and by creating unity between themselves keep fighting every kind of aggression, one of these days their Martyr will bring result. By the will of Allah	The Associations in Kashmir and Palestian, ther have to fight for their freedom, and they to be united and strrugle to all dangerous situations. definitely one day their struggle will give you a good result. Insha Allah	All the organisations present in Palestine and Kashmir should keep their war going until they gain independence, and they should form unity among themselves and keep facing any type of harm, and one day or the other their martyrdom will give fruit, God Willing.	All the groups that are in Kashmir and Palestine, should keep the war going for freedom, and unitedly fight any force that opposes them. One day their martyrdom will bear fruit, God willing.	137.144	35.3403141361	0.0	27.0	65.1803861789	38.0952380952	78.5714285714	144.379	42.6701570681	0.0	26.5	61.7745308038	41.0256410256	71.7948717949	162.151	31.6753926702	0.0	26.0	63.9143057587	31.25	77.0833333333	247.935	50.2617801047	0.0	25.0	56.0674276801	48.6486486486	81.0810810811
urd-wl-86-174276-11370253-post1__1	غزہ پر اسرائیلی فضائی حملے بدستور جاری ہیں، اب تک سینکڑوں فلسطینی مرد، خواتین اور بچے شہید ہوچکے ہیں۔	Israeli air attacks still continues in Gaza, since now several Palestinian Men, Women and children have been martyred.	on Ghazwa, they air force of Isreals are attacking on palestain, today also. till this more than lakhs people are died.	The air attacks by Israel on Gaza are continuing, just the same. Until now, hundreds of Palestinian men, women and children have been martyred.	Israeli air attacks are still continued on Gaza, hundreds of Palestinian men, women and children have been martyred.	105.36	35.8695652174	0.0	11.25	45.3169129721	52.380952381	85.7142857143	91.2935	35.3260869565	0.0	17.25	73.6042692939	58.3333333333	95.8333333333	92.9766	22.2826086957	0.0	13.25	59.3333333333	50.0	85.7142857143	220.422	36.9565217391	0.0	10.25	40.86863711	42.8571428571	85.7142857143
urd-wl-86-174276-11370253-post1__2	حماس کے اہم سیاسی رہنمانظاریان کو بیوی بچوں سمیت شہید کردیا گیا ہے۔	Important political leader of Hamas Nazarian have been martyred with wife and kids.	The important Political Person of HAMAS Nazariyan has killed along with his family.	Important Hamas leader Nazariyan was killed along with hwife and children.	The important leader of Hamas Nazaar Rayyan and family has been martyred.	112.55	31.9672131148	0.0	7.75	57.4862637363	64.2857142857	100.0	144.927	31.9672131148	0.0	8.0	61.4926739927	64.2857142857	85.7142857143	115.401	39.3442622951	0.0	7.5	55.0824175824	66.6666666667	100.0	74.5104	40.1639344262	0.0	7.75	56.8452380952	53.8461538462	92.3076923077
urd-wl-86-174276-11370253-post1__3	ادھر سلامتی کونسل کا اجلاس بغیر کسی فیصلے کے ختم ہوگیا ہے۔	There meeting of Security Council ended without any decision.	the other side the functions of peace councils got closed, without any conclusion	Here the Security Council meeting concluded without any decision.	The Security Council session ended without any decision.	23.5955	41.9047619048	0.0	5.25	42.5396825397	50.0	90.0	21.624	22.8571428571	0.0	9.25	96.1111111111	35.7142857143	78.5714285714	25.5789	38.0952380952	0.0	5.25	42.5396825397	60.0	90.0	42.62	46.6666666667	0.0	5.25	43.2142857143	55.5555555556	88.8888888889
urd-wl-86-174276-11370253-post1__4	اجلاس میں اسرائیل کے خلاف لیبیا اور دیگر عرب ممالک کی جانب سے پیش کردہ مذمتی قرارداد کو امریکی مخالفت کا سامنا ہے۔	The condemning resolution presented by Libia and other Arab countries against Israel is facing American opposition in the meeting.	The conference was conducted against Isreal by Libya and other gulf countries, and the report was submitted to America	The meeting saw American opposition to the derogatory resolutions passed against Israel by Libya and other Arab countries.	America has opposed the censure resolution against Israel submitted by Lebia and other Arab countries in the session.	55.3848	36.8932038835	0.0	12.25	54.2105263158	60.0	85.0	89.6235	42.7184466019	0.0	13.25	60.7894736842	35.0	75.0	89.0297	40.7766990291	0.0	12.25	54.6710526316	63.1578947368	94.7368421053	91.0669	43.2038834951	0.0	11.75	53.4210526316	52.6315789474	84.2105263158
urd-wl-86-174276-11370253-post1__5	فلسطینی شہری آبادی پرگزشتہ کئی روزسے اسرائیلی طیاروں کی بمباری جاری ہے۔	The civilian population of Philistine is under attack by the Israeli Air force for last many days.	From the last few days there has been bombing by Israeli planes on the Palestinian civilian population.	Israel's jet planes have been bombarding on the residential areas of Palestine for last many days.	Israeli airplanes bombardment is continued since many days on Palestinian civil population.	57.8608	25.1908396947	0.0	11.25	66.3461538462	44.4444444444	77.7777777778	81.6045	21.3740458015	0.0	11.75	69.9786324786	38.8888888889	66.6666666667	81.5988	25.1908396947	0.0	11.75	69.6581196581	44.4444444444	100.0	39.333	30.534351145	0.0	11.75	61.1111111111	46.1538461538	100.0
urd-wl-86-174276-11370253-post1__6	ممبئی کے واقعات پر ساری دنیا چیخ اٹھی تھی لیکن اسرائیلی حملوں پر امریکا، برطانیہ سمیت کسی کو یہ قتل عام نظر نہیں آرہا؟	The world showed strong reaction over Mumbai attacks but no one, including Great Britain and US is reacting over the violence of Israel.	The whole world cried out about the Mumbai issue, but the Israeli attacks do not seem a massacre to anyone including America and Britain.	Every country around the world began to protest against the Mumbai attacks but can't anyone see this brutality including America and Britain?	The whole world reacted on Mumbai attacks but no country including America and England can see bloodshed caused by Israeli attacks.	77.7602	36.1502347418	0.0	16.0	64.5104895105	48.0	92.0	71.1679	35.6807511737	0.0	15.5	62.1067193676	46.1538461538	80.7692307692	71.3836	33.8028169014	0.0	17.0	62.8601398601	50.0	83.3333333333	71.8131	38.4976525822	0.0	15.0	54.9598662207	59.0909090909	95.4545454545
urd-wl-86-174276-11370253-post1__7	امت مسلمہ کے اہم ممالک کیوں خاموش ہیں؟	Why the leading Muslim countries are silent?	Why are the important Islamic countries quiet?	Why are the major Muslim countries quiet?	Why the major countries of Muslim world are silent?	58.1394	36.231884058	0.0	3.25	31.875	62.5	100.0	26.7076	33.3333333333	0.0	3.75	36.25	62.5	87.5	26.2114	40.5797101449	0.0	3.0	28.125	62.5	87.5	58.2731	26.0869565217	0.0	4.5	50.0	50.0	80.0
urd-wl-86-174276-11370253-post1__8	دنیا کے اس دوہرے معیار پر آپ کیا کہنا چاہیں گے۔	What would you say on world's double standard?	What do you want to say about this double standard of the world?	What is your opinion on these double standards of the world.	What will you wish to say on this double standard of the world.	20.6579	45.2380952381	0.0	7.0	47.3214285714	50.0	80.0	27.1941	23.8095238095	0.0	5.5	45.8928571429	21.4285714286	42.8571428571	23.1529	28.5714285714	0.0	6.5	51.0714285714	16.6666666667	41.6666666667	26.2908	25.0	0.0	5.0	41.7261904762	14.2857142857	50.0
urd-wl-86-174276-11370254-post12__1	-سعید، نیو یارک۔	Saeed, New York.	Saeed, New York	Saeed, New York.	Saeed, New York	46.7745	44.8275862069	0.0	0.5	12.5	100.0	100.0	47.9795	48.275862069	0.0	0.5	10.0	100.0	100.0	46.7745	44.8275862069	0.0	0.5	12.5	100.0	100.0	47.9825	48.275862069	0.0	0.5	10.0	100.0	100.0
urd-wl-86-174276-11370254-post12__2	میرے خیال میں،اصل بات یہ ہے کہ ہماری زیادہ تر قوم ان پڑھ ہے انہیں معلوم ہی نہیں کہ ان کا پیسہ کہاں جا رہا ہے حکومت ٹیکس لگا کر اپنی ذمہ داریاں پوری کرنے میں دلچسپی رکھتی ہے بجلی اور گیس کا بحران یونہی رہے گا۔	I think the problem lies in the illiteracy of our nation. People do not know how their money is spent. Govt. is solving its problems by introducing new taxes. Power and Gas crisis will remain unsolved	I think that actually, most of our people are illiterate. They do not know where their money is going. The government fixes taxes and likes to fulfill its duties, the electricity and gas crisis will not be like this.	In my opinion, the basic fact is that most of our people are uneducated and they don't even know where their money is actually going. Government is interested in doing it's job properly by applying and collecting taxes. Shortfall of electricity and gas will continue in the same manner.	I think the actual point that the majority of our nation in illetrate. They even dont know where their money is going to. Government is interested in applying taxes and fullfil their duties. Electricity and Gas shortage will remain same.	134.055	45.9459459459	0.0	24.5	50.2314814815	27.7777777778	61.1111111111	221.351	41.6216216216	0.0	24.75	51.3257575758	28.5714285714	61.9047619048	132.01	22.7027027027	0.0	28.75	65.9659090909	26.4150943396	54.7169811321	97.8197	35.9459459459	0.0	23.5	47.7377946128	43.9024390244	73.1707317073
urd-wl-86-174276-11370254-post12__3	کیونکہ عوام نے جنہیں منتخب کیا ہے ان کے کردار سے سب واقف ہیں،	Every body knows the real faces of people's elected representatives.	Because everyone knows the role of those selected by the people.	Because everyone knows about the character of those who have been elected by our own nation.	Because who are elected by public are very well known	31.3087	37.6146788991	0.0	8.5	67.8676470588	50.0	91.6666666667	25.5404	41.2844036697	0.0	7.25	59.4852941176	25.0	58.3333333333	31.7069	15.5963302752	0.0	9.0	80.8333333333	11.7647058824	23.5294117647	24.3934	51.376146789	0.0	9.25	68.5049019608	20.0	60.0
urd-wl-86-174276-11370254-post1__1	پاکستان کے طول و عرض میں بجلی اور گیس کا بحران سنگیں صورت اختیار کرگیا ہے	Power crisis has become worst in Pakistan.	The electricity and gas crisis across Pakistan has taken a serious position.	Crisis of electricity and gas all over Pakistan has become a critical state.	The crisis of electricity and gas has worsen in whole of the Pakistan	35.9858	67.9389312977	0.0	8.0	60.0274725275	62.5	87.5	36.9977	41.9847328244	0.0	7.0	61.0576923077	30.7692307692	76.9230769231	23.9092	41.9847328244	0.0	7.25	67.0673076923	42.8571428571	64.2857142857	32.292	47.3282442748	0.0	8.25	69.5398351648	30.7692307692	69.2307692308
urd-wl-86-174276-11370254-post1__2	،دوسری طرف یکم جنوری سے گیس کے نرخوں میں اوسطاً8اضافہ کردیا گیاہے جبکہ ملک کے بعض شہروں میں پٹرول کی عدم دستیابی عوام کیلئے شدید پریشانی کا باعث بنی ہوئی ہے۔	On the other hand price of Gas has been increased by 18%. While due to unavailability of petrol, people are facing sever difficulties.	On the other side, there was an increase of an average of 18% in gas rates, while the unavailability of petrol in some cities has become a cause of great difficulty for the public.	On the other hand the GAS tariff has been raised to 8% where as in some cities due to the non availability of the petrol is increasing the difficulties and miseries of the masses.	, on the other hand gas prices have been raised by average 8, while in few cities unavailability of petrol created immense worry for people.	96.185	52.6501766784	0.0	18.25	53.3382066277	48.1481481481	85.1851851852	82.6226	36.3957597173	0.0	22.25	71.9907407407	13.1578947368	42.1052631579	72.0438	36.7491166078	0.0	20.25	66.3011695906	19.4444444444	58.3333333333	79.9394	50.5300353357	0.0	19.25	54.1057504873	37.037037037	74.0740740741
urd-wl-86-174276-11370254-post1__3	پاکستان کے صنعتی اور کاروباری حلقوں میں بجلی کی طویل بندش اور گیس کے بحران پر شدید رد عمل، ہنگامے اور پر تشدد مظاہرے جاری ہیں،	The business and industrial communities of Pakistan are violently protesting against power and Gas crisis.	Among the manufacturing and business circles, there are strong protests and severe reactions going on, to the long power cut and gas crisis.	Due to the long load shedding of electricity and gas crisis in Pakistan's industrial and business sector, there is a severe reaction. Riots and violent protests are taking place.	Intense reactions, riots and torturous demonstration are continued in the industrial and business circles of Pakistan against the crisis of electricity and gas.	88.7378	53.3039647577	0.0	17.0	60.2004662005	56.25	93.75	108.707	38.3259911894	0.0	17.25	67.6742424242	15.3846153846	84.6153846154	47.9743	21.5859030837	0.0	20.5	94.3894230769	34.375	71.875	74.0116	29.5154185022	0.0	16.75	67.6537004662	36.0	68.0
urd-wl-86-174276-11370254-post1__4	صنعتکاروں نے فیکٹریاں بند کرنے کا الٹی میٹم دیدیا ہے۔	The producers have given the ultimatum to close the factories.	Industrialist have given an ultimatum before closing the factories.	Industry holders gave ultimatem to stop mills.	Industrialists have threatened a shutdown ultimatum.	67.5143	36.0824742268	0.0	5.75	72.7678571429	27.2727272727	72.7272727273	32.1047	30.9278350515	0.0	5.5	68.0600649351	40.0	80.0	28.6543	52.5773195876	0.0	6.25	67.9545454545	87.5	100.0	34.8014	46.3917525773	0.0	6.0	62.3295454545	57.1428571429	100.0
urd-wl-86-174276-11370254-post1__5	ادھر کراچی میں آٹھ سے دس گھنٹے کی لوڈ شیڈنگ سے شہریوں میں اضطراب پایا جاتا ہے۔	Here in Karachi, the public is perturbed over the 8-10 hour load shedding.	Here there is growing anxiety among those dwelling in Karachi because of eight to ten hours electricity load shedding	Here there is unbelivable situation in cities by the load shedding of light in Karachi from 8 to 10 hours.	In Karachi people are worried due to 8 to 10 hours load shedding.	136.489	47.1428571429	0.0	11.25	57.3621553885	66.6666666667	93.3333333333	84.659	16.4285714286	0.0	12.5	68.7675070028	42.1052631579	84.2105263158	53.5092	24.2857142857	0.0	13.0	64.4792127377	38.0952380952	85.7142857143	102.097	53.5714285714	0.0	11.25	55.0862450243	50.0	85.7142857143
urd-wl-86-174276-11370254-post1__6	صنعتی زندگی تقریباً مفلوج ہو کر رہ گئی ہے۔	The production life cycle has become practically paralyzed.	Industrial activities have almost paralyzed.	The industrial became aproximatly hand less and feet less.	Industrial sector is almost paralyzed.	72.2606	22.3684210526	0.0	5.5	78.3333333333	55.5555555556	100.0	52.6422	42.1052631579	0.0	4.5	50.2777777778	66.6666666667	100.0	62.053	23.6842105263	0.0	6.5	97.2222222222	80.0	100.0	55.2532	50.0	0.0	4.5	50.2777777778	66.6666666667	83.3333333333
urd-wl-86-174276-11370254-post1__7	حکومتی ادارے اس سلسلے میں ایک دوسرے پر الزامات لگا کر اپنا موقف بیان کر رہے ہیں۔	The government institutions are blaming each other to express their stand.	Government department are playing a blame game on each other	Government institutes are showing their openions by blaming one another.	Government Institutions are expressing their opinion by blaming each other.	72.5256	48.6111111111	0.0	7.75	65.9090909091	25.0	75.0	31.4757	58.3333333333	0.0	6.75	57.196969697	20.0	80.0	32.0387	50.0	0.0	6.0	54.696969697	45.4545454545	90.9090909091	36.8043	47.9166666667	0.0	5.5	45.5303030303	27.2727272727	63.6363636364
urd-wl-86-174276-11370254-post1__8	بجلی اور گیس کی قیمتیں بڑھانے کی باتیں قوم کے ساتھ مذاق نہیں ہے؟	Are the talks of increasing the prices of electricity and gas not a joke against the nation?	isn't under these circumstance the proposals for increasing electricity and gas tariff a joke with the people?	Talks with nation of increase the prices of electric and gas in not a jok.	Increasing the prices of electricity and gas is not a joke with people?	81.5021	20.0	0.0	7.75	47.1478174603	27.7777777778	72.2222222222	36.0623	4.34782608696	0.0	9.5	55.183531746	31.5789473684	78.9473684211	45.3607	35.652173913	0.0	9.5	53.9682539683	25.0	75.0	53.7071	38.2608695652	0.0	7.75	42.0138888889	14.2857142857	57.1428571429
